Sales_Year,Sales_Quarter,Sales_Month,Sales_Week,Sales_Fiscal_Year,Sales_Fiscal_Quarter,Sales_Fiscal_Month,Sales_Fiscal_Week,saleDate
2005, 03,7 , 27,2005,2 ,4 ,15,07/10/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/11/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/12/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/13/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/14/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/15/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/16/2005
2005, 03,7 , 28,2005,2 ,4 ,16,07/17/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/18/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/19/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/20/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/21/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/22/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/23/2005
2005, 03,7 , 29,2005,2 ,4 ,17,07/24/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/25/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/26/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/27/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/28/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/29/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/30/2005
2005, 03,7 , 30,2005,2 ,4 ,18,07/31/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/01/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/02/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/03/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/04/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/05/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/06/2005
2005, 03,8 , 31,2005,2 ,5 ,19,08/07/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/08/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/09/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/10/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/11/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/12/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/13/2005
2005, 03,8 , 32,2005,2 ,5 ,20,08/14/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/15/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/16/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/17/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/18/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/19/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/20/2005
2005, 03,8 , 33,2005,2 ,5 ,21,08/21/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/22/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/23/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/24/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/25/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/26/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/27/2005
2005, 03,8 , 34,2005,2 ,5 ,22,08/28/2005
2005, 03,8 , 35,2005,2 ,5 ,23,08/29/2005
2005, 03,8 , 35,2005,2 ,5 ,23,08/30/2005
2005, 03,8 , 35,2005,2 ,5 ,23,08/31/2005
2005, 03,9 , 35,2005,2 ,6 ,23,09/01/2005
2005, 03,9 , 35,2005,2 ,6 ,23,09/02/2005
2005, 03,9 , 35,2005,2 ,6 ,23,09/03/2005
2005, 03,9 , 35,2005,2 ,6 ,23,09/04/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/05/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/06/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/07/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/08/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/09/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/10/2005
2005, 03,9 , 36,2005,2 ,6 ,24,09/11/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/12/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/13/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/14/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/15/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/16/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/17/2005
2005, 03,9 , 37,2005,2 ,6 ,25,09/18/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/19/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/20/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/21/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/22/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/23/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/24/2005
2005, 03,9 , 38,2005,2 ,6 ,26,09/25/2005
2005, 03,9 , 39,2005,2 ,6 ,27,09/26/2005
2005, 03,9 , 39,2005,2 ,6 ,27,09/27/2005
2005, 03,9 , 39,2005,2 ,6 ,27,09/28/2005
2005, 03,9 , 39,2005,2 ,6 ,27,09/29/2005
2005, 03,9 , 39,2005,2 ,6 ,27,09/30/2005
2005, 04,10, 39,2005,3 ,7 ,27,10/01/2005
2005, 04,10, 39,2005,3 ,7 ,27,10/02/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/03/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/04/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/05/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/06/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/07/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/08/2005
2005, 04,10, 40,2005,3 ,7 ,28,10/09/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/10/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/11/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/12/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/13/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/14/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/15/2005
2005, 04,10, 41,2005,3 ,7 ,29,10/16/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/17/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/18/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/19/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/20/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/21/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/22/2005
2005, 04,10, 42,2005,3 ,7 ,30,10/23/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/24/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/25/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/26/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/27/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/28/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/29/2005
2005, 04,10, 43,2005,3 ,7 ,31,10/30/2005
2005, 04,10, 44,2005,3 ,7 ,32,10/31/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/01/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/02/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/03/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/04/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/05/2005
2005, 04,11, 44,2005,3 ,8 ,32,11/06/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/07/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/08/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/09/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/10/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/11/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/12/2005
2005, 04,11, 45,2005,3 ,8 ,33,11/13/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/14/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/15/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/16/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/17/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/18/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/19/2005
2005, 04,11, 46,2005,3 ,8 ,34,11/20/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/21/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/22/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/23/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/24/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/25/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/26/2005
2005, 04,11, 47,2005,3 ,8 ,35,11/27/2005
2005, 04,11, 48,2005,3 ,8 ,36,11/28/2005
2005, 04,11, 48,2005,3 ,8 ,36,11/29/2005
2005, 04,11, 48,2005,3 ,8 ,36,11/30/2005
2005, 04,12, 48,2005,3 ,9 ,36,12/01/2005
2005, 04,12, 48,2005,3 ,9 ,36,12/02/2005
2005, 04,12, 48,2005,3 ,9 ,36,12/03/2005
2005, 04,12, 48,2005,3 ,9 ,36,12/04/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/05/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/06/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/07/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/08/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/09/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/10/2005
2005, 04,12, 49,2005,3 ,9 ,37,12/11/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/12/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/13/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/14/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/15/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/16/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/17/2005
2005, 04,12, 50,2005,3 ,9 ,38,12/18/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/19/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/20/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/21/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/22/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/23/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/24/2005
2005, 04,12, 51,2005,3 ,9 ,39,12/25/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/26/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/27/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/28/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/29/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/30/2005
2005, 04,12, 52,2005,3 ,9 ,40,12/31/2005
2006, 01,1 , 52,2005,4 ,10,40,01/01/2006
2006, 01,1 , 01,2005,4 ,10,41,01/02/2006
2006, 01,1 , 01,2005,4 ,10,41,01/03/2006
2006, 01,1 , 01,2005,4 ,10,41,01/04/2006
2006, 01,1 , 01,2005,4 ,10,41,01/05/2006
2006, 01,1 , 01,2005,4 ,10,41,01/06/2006
2006, 01,1 , 01,2005,4 ,10,41,01/07/2006
2006, 01,1 , 01,2005,4 ,10,41,01/08/2006
2006, 01,1 , 02,2005,4 ,10,42,01/09/2006
2006, 01,1 , 02,2005,4 ,10,42,01/10/2006
2006, 01,1 , 02,2005,4 ,10,42,01/11/2006
2006, 01,1 , 02,2005,4 ,10,42,01/12/2006
2006, 01,1 , 02,2005,4 ,10,42,01/13/2006
2006, 01,1 , 02,2005,4 ,10,42,01/14/2006
2006, 01,1 , 02,2005,4 ,10,42,01/15/2006
2006, 01,1 , 03,2005,4 ,10,43,01/16/2006
2006, 01,1 , 03,2005,4 ,10,43,01/17/2006
2006, 01,1 , 03,2005,4 ,10,43,01/18/2006
2006, 01,1 , 03,2005,4 ,10,43,01/19/2006
2006, 01,1 , 03,2005,4 ,10,43,01/20/2006
2006, 01,1 , 03,2005,4 ,10,43,01/21/2006
2006, 01,1 , 03,2005,4 ,10,43,01/22/2006
2006, 01,1 , 04,2005,4 ,10,44,01/23/2006
2006, 01,1 , 04,2005,4 ,10,44,01/24/2006
2006, 01,1 , 04,2005,4 ,10,44,01/25/2006
2006, 01,1 , 04,2005,4 ,10,44,01/26/2006
2006, 01,1 , 04,2005,4 ,10,44,01/27/2006
2006, 01,1 , 04,2005,4 ,10,44,01/28/2006
2006, 01,1 , 04,2005,4 ,10,44,01/29/2006
2006, 01,1 , 05,2005,4 ,10,45,01/30/2006
2006, 01,1 , 05,2005,4 ,10,45,01/31/2006
2006, 01,2 , 05,2005,4 ,11,45,02/01/2006
2006, 01,2 , 05,2005,4 ,11,45,02/02/2006
2006, 01,2 , 05,2005,4 ,11,45,02/03/2006
2006, 01,2 , 05,2005,4 ,11,45,02/04/2006
2006, 01,2 , 05,2005,4 ,11,45,02/05/2006
2006, 01,2 , 06,2005,4 ,11,46,02/06/2006
2006, 01,2 , 06,2005,4 ,11,46,02/07/2006
2006, 01,2 , 06,2005,4 ,11,46,02/08/2006
2006, 01,2 , 06,2005,4 ,11,46,02/09/2006
2006, 01,2 , 06,2005,4 ,11,46,02/10/2006
2006, 01,2 , 06,2005,4 ,11,46,02/11/2006
2006, 01,2 , 06,2005,4 ,11,46,02/12/2006
2006, 01,2 , 07,2005,4 ,11,47,02/13/2006
2006, 01,2 , 07,2005,4 ,11,47,02/14/2006
2006, 01,2 , 07,2005,4 ,11,47,02/15/2006
2006, 01,2 , 07,2005,4 ,11,47,02/16/2006
2006, 01,2 , 07,2005,4 ,11,47,02/17/2006
2006, 01,2 , 07,2005,4 ,11,47,02/18/2006
2006, 01,2 , 07,2005,4 ,11,47,02/19/2006
2006, 01,2 , 08,2005,4 ,11,48,02/20/2006
2006, 01,2 , 08,2005,4 ,11,48,02/21/2006
2006, 01,2 , 08,2005,4 ,11,48,02/22/2006
2006, 01,2 , 08,2005,4 ,11,48,02/23/2006
2006, 01,2 , 08,2005,4 ,11,48,02/24/2006
2006, 01,2 , 08,2005,4 ,11,48,02/25/2006
2006, 01,2 , 08,2005,4 ,11,48,02/26/2006
2006, 01,2 , 09,2005,4 ,11,49,02/27/2006
2006, 01,2 , 09,2005,4 ,11,49,02/28/2006
2006, 01,3 , 09,2005,4 ,12,49,03/01/2006
2006, 01,3 , 09,2005,4 ,12,49,03/02/2006
2006, 01,3 , 09,2005,4 ,12,49,03/03/2006
2006, 01,3 , 09,2005,4 ,12,49,03/04/2006
2006, 01,3 , 09,2005,4 ,12,49,03/05/2006
2006, 01,3 , 10,2005,4 ,12,50,03/06/2006
2006, 01,3 , 10,2005,4 ,12,50,03/07/2006
2006, 01,3 , 10,2005,4 ,12,50,03/08/2006
2006, 01,3 , 10,2005,4 ,12,50,03/09/2006
2006, 01,3 , 10,2005,4 ,12,50,03/10/2006
2006, 01,3 , 10,2005,4 ,12,50,03/11/2006
2006, 01,3 , 10,2005,4 ,12,50,03/12/2006
2006, 01,3 , 11,2005,4 ,12,51,03/13/2006
2006, 01,3 , 11,2005,4 ,12,51,03/14/2006
2006, 01,3 , 11,2005,4 ,12,51,03/15/2006
2006, 01,3 , 11,2005,4 ,12,51,03/16/2006
2006, 01,3 , 11,2005,4 ,12,51,03/17/2006
