invoiceID,customerID,saleDate
115,11,10/14/2010
116,32,11/22/2008
117,37,03/19/2010
118,1,02/13/2008
119,25,04/10/2007
120,21,07/11/2008
121,13,11/06/2006
122,21,09/17/2010
123,29,10/18/2007
124,25,10/14/2011
125,15,02/27/2009
126,10,02/03/2010
127,20,09/18/2006
128,8,05/01/2006
129,11,06/21/2007
130,34,12/10/2009
131,6,06/07/2007
132,5,12/14/2007
133,17,06/17/2007
134,30,02/09/2005
135,10,01/08/2009
136,17,01/15/2006
137,38,01/12/2010
138,5,05/21/2010
139,23,12/18/2009
140,36,08/09/2009
141,9,02/16/2007
142,12,11/30/2005
143,19,11/01/2010
144,3,01/24/2008
145,3,04/23/2008
146,30,05/23/2006
147,35,05/18/2008
148,1,10/08/2005
149,30,01/09/2005
150,20,03/21/2011
151,22,07/16/2010
152,3,09/19/2010
153,1,01/12/2011
154,11,04/10/2007
155,28,11/07/2007
156,15,06/27/2007
157,21,01/23/2007
158,9,10/31/2007
159,23,11/18/2010
160,31,06/17/2009
161,3,03/24/2010
162,28,06/24/2007
163,36,12/08/2010
164,19,11/26/2005
165,19,05/16/2008
166,7,05/03/2009
167,36,06/28/2006
168,17,11/30/2006
169,11,11/18/2007
170,19,07/29/2005
171,13,10/18/2007
172,20,05/24/2007
173,31,04/21/2011
174,32,10/18/2011
175,22,07/03/2005
176,33,04/28/2007
177,22,05/02/2005
178,17,02/23/2005
179,34,02/12/2007
180,13,02/04/2005
181,36,07/07/2010
182,16,12/30/2009
183,16,05/24/2011
184,36,09/28/2007
185,27,03/11/2005
186,5,10/10/2011
187,12,11/04/2008
188,8,03/11/2010
189,13,05/08/2010
190,35,10/12/2009
191,39,10/19/2010
192,16,03/19/2006
193,23,04/09/2008
194,35,03/03/2009
195,35,12/31/2009
196,3,05/19/2007
197,3,04/01/2008
198,31,01/20/2005
199,19,02/02/2007
200,14,07/23/2006
201,11,08/07/2006
202,32,11/19/2008
203,33,08/16/2009
204,2,03/15/2009
205,24,07/06/2010
206,15,02/01/2010
207,35,04/17/2009
208,7,05/19/2007
209,32,08/18/2009
210,29,10/18/2005
211,20,02/11/2011
212,29,01/07/2008
213,6,06/28/2006
214,35,07/19/2005
215,26,07/07/2009
216,32,11/05/2008
217,39,12/25/2010
218,38,07/25/2007
219,1,07/07/2008
220,13,06/02/2011
221,33,08/11/2006
222,39,05/26/2009
223,29,09/11/2008
224,16,03/17/2008
225,35,01/05/2011
226,24,02/20/2010
227,19,12/06/2010
228,37,03/22/2009
229,16,04/15/2007
230,37,02/06/2005
231,12,01/02/2011
232,27,01/19/2011
233,29,10/16/2010
234,5,06/10/2006
235,29,04/02/2005
236,14,12/02/2006
237,20,12/06/2006
238,24,02/26/2007
239,21,07/15/2007
240,12,04/17/2006
241,14,01/12/2006
242,1,05/27/2007
243,1,07/15/2011
244,20,09/08/2010
245,35,11/23/2009
246,27,12/05/2007
247,12,03/04/2009
248,35,07/13/2006
249,25,10/18/2010
250,12,12/04/2006
251,9,10/19/2007
252,18,08/19/2007
253,12,01/01/2005
254,37,10/31/2006
255,34,04/15/2010
256,8,01/05/2007
257,21,07/18/2006
258,13,02/10/2008
259,6,01/13/2010
260,37,03/20/2005
261,11,09/29/2005
262,17,12/29/2007
263,24,04/25/2005
264,1,02/24/2011
265,21,12/13/2005
266,13,02/18/2005
267,14,09/14/2006
268,1,05/09/2009
269,37,06/20/2008
270,34,08/28/2007
271,13,10/13/2005
272,11,02/20/2008
273,34,04/23/2010
274,14,01/31/2005
275,30,10/23/2007
276,30,09/03/2007
277,1,06/13/2009
278,3,05/20/2007
279,26,09/10/2010
280,25,10/01/2006
281,15,01/13/2008
282,34,02/19/2005
283,4,01/24/2010
284,26,07/20/2009
285,31,04/28/2005
286,37,04/27/2011
287,33,12/13/2009
288,13,12/03/2008
289,11,05/16/2010
290,38,05/29/2008
291,10,08/21/2005
292,21,08/14/2007
293,15,07/16/2010
294,33,12/11/2005
295,21,05/12/2010
296,36,05/01/2007
297,6,08/15/2011
298,35,10/06/2011
299,37,08/08/2008
300,3,01/19/2007
301,30,06/01/2007
302,10,11/19/2009
303,14,07/14/2011
304,25,11/11/2008
305,23,06/06/2011
306,4,01/14/2006
307,15,12/12/2007
308,24,06/07/2011
309,7,07/23/2008
310,1,02/11/2011
311,10,05/09/2010
312,21,12/16/2005
313,35,04/30/2011
314,13,12/13/2010
315,7,04/23/2005
316,26,11/09/2010
317,10,07/31/2010
318,1,11/11/2005
319,38,01/25/2010
320,20,10/14/2005
321,39,02/12/2011
322,8,11/10/2009
323,2,03/31/2005
324,15,04/12/2006
325,1,05/31/2006
326,22,11/13/2006
327,11,08/11/2011
328,7,04/18/2008
329,17,02/08/2009
330,8,12/20/2010
331,9,05/28/2009
332,7,02/10/2008
333,18,11/19/2008
334,22,01/14/2010
335,32,05/20/2005
336,2,05/09/2007
337,26,07/13/2011
338,7,10/07/2011
339,25,07/23/2006
340,32,11/09/2010
341,8,12/05/2005
342,34,04/05/2011
343,14,12/05/2010
344,3,07/26/2010
345,7,07/16/2009
346,21,12/12/2005
347,28,01/13/2010
348,17,09/22/2007
349,22,11/04/2007
350,27,10/29/2011
351,37,08/06/2005
352,21,11/18/2010
353,34,04/07/2007
354,38,04/11/2008
355,36,08/12/2010
356,35,03/28/2005
357,21,04/25/2009
358,8,03/02/2005
359,2,12/24/2007
360,38,03/26/2007
361,16,10/12/2007
362,11,02/05/2005
363,6,05/13/2005
364,33,09/28/2009
365,33,02/17/2009
366,37,01/03/2008
367,34,01/22/2010
368,20,03/21/2011
369,4,12/17/2009
370,19,03/13/2005
371,13,04/24/2008
372,12,10/16/2010
373,13,11/12/2010
374,26,03/23/2005
375,14,11/16/2008
376,20,09/23/2005
377,7,09/23/2011
378,3,12/23/2008
379,36,11/04/2005
380,29,09/18/2007
381,30,05/21/2011
382,34,08/11/2008
383,10,03/04/2009
384,24,09/26/2005
385,32,03/24/2009
386,6,07/30/2011
387,20,12/13/2005
388,14,05/16/2006
389,13,05/06/2009
390,22,01/17/2007
391,12,08/06/2009
392,28,07/24/2010
393,32,01/17/2010
394,17,09/21/2008
395,22,08/22/2010
396,26,03/21/2005
397,14,04/13/2009
398,16,08/07/2005
399,6,09/19/2008
400,18,09/17/2010
401,35,01/20/2010
402,19,08/27/2005
403,29,05/09/2007
404,9,01/24/2005
405,5,06/25/2005
406,4,06/26/2008
407,28,01/04/2005
408,12,09/07/2007
409,7,10/18/2008
410,25,04/19/2008
411,1,12/01/2008
412,36,11/15/2010
413,19,12/28/2010
414,11,07/27/2009
415,21,10/15/2011
416,12,09/03/2008
417,17,12/20/2005
418,1,09/18/2010
419,25,12/17/2007
420,30,10/18/2006
421,22,07/10/2007
422,37,03/15/2007
423,19,07/07/2010
424,15,06/24/2008
425,14,10/07/2009
426,1,08/21/2010
427,2,06/19/2005
428,28,07/30/2005
429,17,05/10/2006
430,8,11/20/2010
431,6,11/02/2010
432,12,09/12/2010
433,26,10/07/2010
434,35,04/23/2011
435,20,08/17/2005
436,31,06/09/2006
437,38,04/25/2010
438,9,03/12/2005
439,3,09/22/2010
440,5,06/17/2007
441,33,09/21/2009
442,4,01/16/2006
443,2,04/30/2010
444,13,05/22/2010
445,15,09/08/2005
446,22,02/13/2005
447,24,04/26/2009
448,31,02/05/2010
449,22,02/26/2006
450,10,06/29/2008
451,22,02/19/2011
452,5,06/23/2011
453,8,01/09/2007
454,1,11/07/2007
455,20,04/18/2005
456,21,08/28/2009
457,2,12/29/2010
458,21,01/25/2007
459,10,11/14/2006
460,18,05/28/2010
461,28,08/29/2010
462,15,10/09/2007
463,30,01/16/2006
464,14,01/11/2005
465,11,07/23/2011
466,10,01/30/2011
467,5,08/19/2011
468,9,06/03/2008
469,18,11/26/2010
470,8,09/08/2009
471,14,08/27/2010
472,12,04/23/2010
473,12,01/03/2008
474,15,10/21/2010
475,24,01/24/2007
476,26,04/29/2008
477,37,12/19/2010
478,9,07/10/2009
479,18,09/07/2009
480,19,12/12/2010
481,19,04/24/2011
482,39,03/10/2007
483,24,07/05/2011
484,26,04/12/2011
485,1,01/30/2010
486,4,05/06/2006
487,8,05/13/2006
488,2,09/24/2006
489,25,02/14/2005
490,17,06/04/2009
491,20,05/01/2011
492,13,02/15/2009
493,32,06/10/2007
494,10,01/13/2009
495,27,05/15/2005
496,3,03/29/2008
497,19,01/30/2009
498,32,10/09/2009
499,12,02/02/2009
500,37,04/17/2007
501,1,12/13/2006
502,25,04/12/2010
503,9,04/17/2005
504,12,11/04/2006
505,1,05/30/2007
506,32,05/22/2009
507,38,04/02/2011
508,38,01/01/2010
509,2,06/15/2006
510,17,04/26/2009
511,17,10/29/2009
512,20,06/09/2009
513,17,08/29/2005
514,2,10/24/2009
515,6,01/01/2007
516,17,08/30/2011
517,6,07/01/2009
518,13,01/08/2006
519,18,09/21/2008
520,30,08/04/2005
521,29,01/17/2006
522,37,02/01/2010
523,4,10/20/2011
524,21,04/26/2008
525,7,09/17/2008
526,31,04/26/2005
527,24,09/29/2008
528,26,09/08/2009
529,24,02/27/2006
530,35,10/01/2009
531,23,09/10/2007
532,24,07/08/2007
533,21,01/24/2008
534,31,10/08/2007
535,36,03/27/2006
536,21,06/23/2009
537,24,01/14/2009
538,35,10/08/2005
539,20,08/11/2006
540,25,08/16/2011
541,12,04/23/2005
542,37,01/06/2008
543,5,09/05/2005
544,28,05/28/2006
545,38,10/25/2011
546,11,01/05/2007
547,6,12/03/2009
548,4,03/09/2005
549,23,04/16/2009
550,23,07/11/2011
551,34,12/11/2009
552,13,06/12/2006
553,21,08/10/2009
554,38,03/10/2008
555,34,02/21/2011
556,28,08/13/2006
557,30,05/26/2005
558,19,04/11/2005
559,14,07/06/2007
560,14,09/10/2011
561,14,01/25/2011
562,36,03/02/2010
563,37,08/11/2005
564,34,12/21/2006
565,28,05/20/2007
566,34,07/03/2010
567,16,12/04/2008
568,13,04/08/2011
569,30,01/22/2007
570,35,01/21/2011
571,37,12/25/2009
572,2,09/30/2006
573,32,09/25/2005
574,3,06/26/2011
575,30,05/20/2010
576,30,04/20/2007
577,13,07/17/2006
578,35,03/20/2007
579,34,03/04/2007
580,36,04/15/2011
581,19,08/12/2005
582,29,04/07/2006
583,10,10/12/2010
584,39,04/27/2010
585,27,04/23/2005
586,5,05/30/2007
587,28,08/12/2007
588,17,03/28/2008
589,23,12/19/2008
590,2,01/20/2008
591,31,06/12/2005
592,36,09/20/2011
593,38,04/06/2005
594,29,05/05/2007
595,31,06/15/2007
596,27,09/07/2009
597,23,03/09/2008
598,7,07/20/2010
599,39,04/16/2009
600,13,09/26/2009
601,2,10/18/2010
602,37,08/24/2006
603,15,03/14/2010
604,33,03/08/2007
605,39,08/05/2005
606,6,11/02/2005
607,24,09/30/2006
608,13,10/04/2010
609,2,06/11/2007
610,19,05/29/2006
611,9,07/09/2008
612,20,09/21/2009
613,8,12/12/2005
614,19,03/29/2008
615,20,10/03/2005
616,35,08/26/2006
617,24,01/28/2005
618,8,04/10/2011
619,13,09/25/2009
620,7,02/26/2006
621,10,02/16/2010
622,4,03/08/2006
623,4,02/09/2009
624,8,06/17/2007
625,32,10/31/2009
626,34,04/13/2011
627,35,09/13/2007
628,16,10/10/2005
629,1,08/06/2006
630,34,12/07/2006
631,28,12/04/2005
632,3,09/24/2010
633,31,10/13/2005
634,4,05/15/2011
635,36,09/01/2009
636,31,05/22/2010
637,9,05/23/2009
638,20,04/02/2011
639,4,03/16/2005
640,10,07/24/2005
641,39,08/29/2010
642,13,10/07/2007
643,30,08/31/2006
644,7,03/05/2007
645,31,11/16/2008
646,10,04/29/2010
647,3,04/27/2005
648,15,08/08/2011
649,18,05/15/2008
650,15,04/27/2006
651,22,08/09/2008
652,27,06/07/2009
653,19,04/30/2007
654,25,01/21/2010
655,35,06/08/2008
656,11,07/01/2010
657,19,07/15/2009
658,30,04/23/2007
659,26,09/05/2005
660,20,07/03/2006
661,25,05/08/2005
662,15,12/15/2006
663,22,03/24/2009
664,16,03/27/2005
665,18,07/07/2009
666,18,01/28/2010
667,7,02/16/2006
668,27,05/18/2009
669,38,10/18/2011
670,10,09/22/2011
671,36,09/25/2009
672,37,04/25/2008
673,22,11/26/2007
674,26,07/08/2008
675,5,06/08/2005
676,14,09/12/2011
677,36,07/03/2011
678,7,05/09/2008
679,29,07/30/2007
680,15,08/31/2005
681,22,03/04/2010
682,11,02/03/2008
683,3,07/20/2010
684,1,07/08/2006
685,35,06/04/2010
686,37,12/16/2008
687,12,05/28/2006
688,15,10/27/2011
689,28,12/13/2009
690,37,09/24/2009
691,35,05/26/2008
692,13,08/13/2011
693,13,03/04/2005
694,18,07/10/2005
695,28,11/08/2005
696,30,07/09/2010
697,36,05/17/2006
698,35,02/08/2011
699,18,07/20/2008
700,34,03/27/2010
701,6,02/15/2005
702,14,06/26/2006
703,32,10/12/2011
704,28,06/09/2005
705,1,11/25/2005
706,36,07/03/2011
707,2,03/27/2009
708,37,06/23/2010
709,4,06/01/2010
710,30,01/17/2005
711,12,06/04/2007
712,26,02/09/2009
713,2,01/22/2011
714,14,01/20/2010
715,26,05/15/2009
716,37,01/07/2009
717,11,09/24/2006
718,37,01/23/2006
719,13,02/28/2006
720,39,08/23/2010
721,35,04/19/2006
722,8,06/23/2007
723,12,12/09/2009
724,9,10/01/2005
725,25,12/02/2010
726,1,04/03/2010
727,39,01/24/2011
728,21,01/20/2006
729,36,10/06/2005
730,17,11/18/2009
731,16,03/06/2006
732,2,06/28/2007
733,30,01/03/2007
734,8,04/19/2005
735,29,06/04/2007
736,31,05/26/2008
737,5,10/09/2005
738,31,08/07/2011
739,28,03/27/2006
740,9,10/19/2009
741,22,06/12/2007
742,39,11/15/2005
743,34,12/09/2005
744,24,07/31/2008
745,13,08/14/2006
746,21,01/13/2008
747,21,10/11/2011
748,24,04/17/2008
749,19,04/21/2005
750,33,09/09/2008
751,24,06/30/2005
752,15,10/20/2009
753,1,08/01/2010
754,35,10/10/2005
755,23,10/19/2010
756,26,12/27/2006
757,36,05/09/2010
758,22,11/02/2008
759,8,04/19/2005
760,32,10/23/2008
761,38,05/14/2008
762,23,10/23/2011
763,34,09/15/2006
764,29,11/30/2006
765,31,10/25/2005
766,24,07/29/2006
767,21,09/18/2011
768,36,08/03/2008
769,16,03/17/2007
770,9,12/18/2009
771,5,05/07/2006
772,37,10/16/2006
773,9,06/02/2005
774,39,04/09/2006
775,21,03/02/2006
776,21,12/24/2006
777,20,10/27/2007
778,3,06/25/2009
779,6,07/25/2006
780,39,05/06/2010
781,35,06/17/2009
782,29,12/22/2007
783,14,12/20/2010
784,36,08/12/2009
785,25,10/02/2011
786,36,08/18/2008
787,22,03/01/2008
788,21,08/19/2009
789,19,04/23/2006
790,29,02/16/2008
791,14,05/06/2006
792,18,06/03/2005
793,13,08/13/2005
794,8,12/23/2010
795,8,04/22/2011
796,4,03/12/2005
797,31,03/10/2006
798,28,04/20/2007
799,1,12/28/2007
800,7,12/02/2010
801,36,01/23/2010
802,6,03/09/2008
803,5,04/17/2009
804,5,11/07/2005
805,5,07/08/2006
806,26,01/06/2008
807,26,08/21/2011
808,25,12/22/2007
809,28,11/30/2007
810,32,10/02/2009
811,24,03/03/2011
812,24,10/31/2007
813,22,06/25/2011
814,37,01/19/2011
815,20,04/05/2006
816,7,09/23/2011
817,34,11/27/2010
818,3,01/31/2006
819,28,08/02/2011
820,14,09/11/2007
821,32,09/03/2008
822,2,03/19/2010
823,32,08/01/2006
824,5,09/10/2008
825,10,06/27/2006
826,39,12/04/2007
827,9,09/12/2007
828,1,11/21/2010
829,27,09/08/2008
830,9,06/19/2011
831,8,09/19/2011
832,24,12/04/2009
833,14,04/02/2007
834,12,09/15/2009
835,29,12/27/2008
836,19,06/27/2007
837,38,05/12/2007
838,16,05/17/2006
839,4,01/17/2011
840,26,05/31/2009
841,8,06/05/2006
842,27,08/05/2005
843,10,09/23/2011
844,30,01/17/2011
845,25,07/30/2008
846,30,10/17/2007
847,36,07/01/2008
848,20,03/31/2009
849,32,07/29/2010
850,24,07/12/2007
851,33,07/26/2009
852,24,06/01/2008
853,26,09/14/2008
854,25,09/13/2010
855,29,10/11/2005
856,35,06/27/2006
857,25,08/08/2008
858,37,07/30/2008
859,36,04/28/2008
860,13,09/30/2006
861,7,10/23/2010
862,4,04/25/2010
863,37,01/27/2009
864,21,05/29/2011
865,16,04/12/2010
866,26,12/13/2006
867,39,11/02/2010
868,14,06/06/2008
869,3,03/08/2005
870,3,11/09/2009
871,39,08/29/2006
872,11,07/30/2011
873,30,10/31/2010
874,10,02/22/2010
875,1,11/20/2006
876,16,07/08/2008
877,1,12/06/2010
878,36,03/05/2005
879,35,05/16/2009
880,32,06/18/2006
881,21,08/22/2007
882,29,03/24/2005
883,17,05/01/2006
884,8,01/09/2011
885,15,12/04/2005
886,6,04/03/2011
887,3,08/21/2011
888,1,11/13/2006
889,3,04/03/2006
890,38,03/14/2010
891,13,09/18/2009
892,9,07/31/2011
893,2,06/21/2005
894,10,05/02/2007
895,30,11/05/2010
896,18,03/21/2008
897,36,09/24/2011
898,29,02/13/2011
899,31,06/28/2005
900,39,01/26/2008
901,32,06/27/2011
902,31,02/14/2009
903,10,04/19/2011
904,23,04/14/2005
905,2,10/14/2005
906,10,10/31/2011
907,38,02/28/2011
908,2,03/16/2010
909,7,08/05/2007
910,34,04/25/2011
911,33,09/07/2010
912,28,02/21/2007
913,24,02/22/2006
914,10,02/07/2007
915,35,12/01/2009
916,39,12/26/2007
917,15,10/12/2008
918,38,05/09/2011
919,39,01/02/2011
920,18,10/24/2008
921,36,08/20/2011
922,12,08/06/2007
923,27,10/16/2009
924,38,12/28/2006
925,22,12/31/2008
926,17,03/27/2008
927,16,02/25/2009
928,19,01/31/2010
929,7,11/28/2007
930,8,05/29/2009
931,18,04/04/2008
932,38,06/02/2006
933,38,07/25/2008
934,28,11/25/2005
935,22,06/12/2007
936,39,07/26/2009
937,38,05/17/2010
938,21,11/17/2010
939,1,03/04/2006
940,6,03/30/2008
941,15,11/27/2005
942,34,01/13/2010
943,33,04/20/2011
944,39,11/27/2006
945,5,11/09/2009
946,29,08/03/2005
947,38,07/09/2009
948,20,03/07/2009
949,27,04/04/2008
950,38,02/03/2010
951,38,12/08/2006
952,24,04/07/2006
953,11,08/03/2008
954,25,01/27/2008
955,23,06/12/2009
956,32,10/18/2005
957,3,09/16/2008
958,39,03/02/2010
959,12,01/04/2011
960,9,06/12/2005
961,7,09/25/2007
962,30,11/28/2006
963,8,08/18/2005
964,5,11/29/2005
965,18,06/27/2007
966,30,05/29/2011
967,5,05/09/2005
968,17,12/28/2007
969,11,11/11/2010
970,6,08/23/2011
971,22,03/02/2008
972,26,06/12/2005
973,39,05/30/2010
974,16,01/02/2009
975,25,06/19/2011
976,4,01/18/2005
977,5,11/25/2007
978,24,04/26/2009
979,24,01/23/2011
980,32,03/09/2008
981,22,11/06/2008
982,22,10/25/2010
983,16,09/25/2005
984,32,10/23/2005
985,7,09/10/2011
986,39,03/25/2005
987,25,12/12/2007
988,10,06/01/2010
989,38,08/06/2005
990,37,04/23/2005
991,19,10/23/2009
992,5,12/04/2010
993,27,09/30/2010
994,27,08/16/2008
995,10,08/18/2009
996,6,07/13/2009
997,17,12/15/2005
998,14,01/21/2007
999,22,09/06/2006
1000,27,04/29/2008
1001,19,01/08/2008
1002,4,10/22/2006
1003,14,11/10/2009
1004,19,12/18/2009
1005,20,04/03/2007
1006,39,05/05/2006
1007,23,09/21/2007
1008,24,08/13/2007
1009,24,10/14/2011
1010,7,03/12/2011
1011,17,06/04/2010
1012,6,02/01/2005
1013,28,02/23/2007
1014,33,01/20/2006
1015,38,11/25/2010
1016,35,02/24/2009
1017,32,01/18/2005
1018,24,04/28/2007
1019,6,04/28/2005
1020,30,09/15/2010
1021,21,06/14/2010
1022,24,09/09/2011
1023,35,06/12/2009
1024,9,06/17/2008
1025,11,02/22/2008
1026,5,06/14/2010
1027,14,02/09/2005
1028,28,10/07/2011
1029,19,10/05/2005
1030,36,07/31/2009
1031,16,10/31/2011
1032,38,05/07/2006
1033,1,02/11/2010
1034,29,09/02/2006
1035,17,03/25/2009
1036,20,01/23/2010
1037,29,07/04/2008
1038,39,04/10/2006
1039,5,06/24/2006
1040,13,09/01/2007
1041,7,09/27/2008
1042,21,05/17/2005
1043,18,02/04/2010
1044,35,03/03/2011
1045,14,03/14/2007
1046,17,05/29/2006
1047,31,08/09/2009
1048,6,03/06/2009
1049,2,07/20/2005
1050,36,03/17/2008
1051,36,03/12/2011
1052,22,07/16/2009
1053,21,10/03/2008
1054,31,10/02/2008
1055,30,02/27/2010
1056,32,05/13/2006
1057,35,12/29/2009
1058,5,09/14/2005
1059,20,08/23/2005
1060,14,05/30/2005
1061,1,04/24/2006
1062,36,10/19/2006
1063,13,07/20/2007
1064,1,12/21/2010
1065,25,02/12/2008
1066,29,01/01/2010
1067,20,08/04/2008
1068,14,10/27/2007
1069,29,11/06/2009
1070,24,05/16/2008
1071,27,01/20/2009
1072,36,01/13/2005
1073,6,09/07/2008
1074,5,10/14/2007
1075,31,07/07/2005
1076,19,11/16/2009
1077,22,04/07/2011
1078,22,05/07/2006
1079,25,08/18/2008
1080,23,03/19/2010
1081,19,01/25/2008
1082,21,07/28/2009
1083,6,03/18/2010
1084,1,12/22/2005
1085,12,05/07/2007
1086,36,03/15/2010
1087,32,06/22/2005
1088,8,10/27/2008
1089,1,10/28/2009
1090,13,10/14/2008
1091,22,10/21/2009
1092,2,09/09/2009
1093,9,01/17/2008
1094,34,10/09/2006
1095,2,04/24/2006
1096,34,02/04/2008
1097,23,07/21/2005
1098,22,03/28/2007
1099,9,05/09/2005
1100,13,07/19/2008
1101,7,03/08/2011
1102,35,01/04/2006
1103,9,07/16/2010
1104,12,11/12/2006
1105,1,11/05/2005
1106,39,04/21/2007
1107,31,07/03/2011
1108,22,07/17/2010
1109,22,05/19/2011
1110,16,12/10/2006
1111,6,11/13/2009
1112,2,05/17/2009
1113,36,03/31/2009
1114,11,08/04/2011
1115,2,05/25/2008
1116,9,05/26/2007
1117,8,08/29/2010
1118,34,02/08/2006
1119,16,10/14/2010
1120,8,05/21/2009
1121,7,06/29/2007
1122,37,02/05/2006
1123,10,04/11/2009
1124,16,08/19/2007
1125,32,01/22/2009
1126,12,07/30/2005
1127,10,08/21/2007
1128,16,04/04/2006
1129,33,08/04/2011
1130,19,08/25/2005
1131,28,01/17/2006
1132,1,07/31/2007
1133,14,05/18/2005
1134,37,02/02/2006
1135,13,10/25/2008
1136,14,04/22/2011
1137,37,10/11/2005
1138,4,06/27/2007
1139,36,01/07/2008
1140,19,01/03/2009
1141,19,06/23/2007
1142,3,06/24/2005
1143,21,04/22/2007
1144,16,11/09/2005
1145,13,01/11/2009
1146,23,09/10/2008
1147,24,03/07/2009
1148,20,02/06/2005
1149,17,12/30/2009
1150,1,06/07/2007
1151,28,07/26/2006
1152,24,06/03/2010
1153,38,02/01/2007
1154,37,03/13/2011
1155,39,03/06/2006
1156,30,11/22/2009
1157,10,10/21/2006
1158,10,01/26/2010
1159,6,04/03/2010
1160,4,03/06/2007
1161,28,12/04/2009
1162,34,08/31/2005
1163,4,07/27/2008
1164,2,10/09/2010
1165,31,11/17/2007
1166,16,08/28/2009
1167,16,11/22/2005
1168,28,02/18/2010
1169,20,08/19/2010
1170,13,09/24/2010
1171,8,10/06/2008
1172,38,03/18/2011
1173,15,11/30/2008
1174,29,04/07/2007
1175,15,09/23/2006
1176,28,09/09/2007
1177,12,03/14/2008
1178,38,07/18/2008
1179,9,09/02/2008
1180,28,04/11/2011
1181,38,12/07/2008
1182,36,02/22/2006
1183,13,05/27/2011
1184,37,10/24/2008
1185,34,07/11/2005
1186,12,08/17/2009
1187,27,02/27/2007
1188,4,12/02/2009
1189,22,08/25/2008
1190,33,01/22/2008
1191,7,11/05/2006
1192,10,06/10/2009
1193,28,06/27/2007
1194,11,06/22/2010
1195,12,08/26/2007
1196,19,11/04/2007
1197,27,02/17/2007
1198,27,01/05/2007
1199,8,05/29/2011
1200,7,03/14/2006
1201,1,08/20/2009
1202,16,05/27/2006
1203,6,03/11/2007
1204,15,09/22/2005
1205,5,05/17/2006
1206,20,10/14/2010
1207,3,11/25/2010
1208,17,08/03/2006
1209,19,06/10/2010
1210,11,05/09/2008
1211,6,09/29/2006
1212,18,03/14/2005
1213,8,05/21/2011
1214,18,06/26/2008
1215,15,11/20/2010
1216,3,05/07/2011
1217,30,07/16/2006
1218,3,07/01/2005
1219,7,03/18/2005
1220,12,07/09/2010
1221,35,04/11/2007
1222,14,03/09/2007
1223,21,03/22/2010
1224,23,05/17/2011
1225,25,10/28/2011
1226,33,09/12/2008
1227,3,02/20/2008
1228,12,10/16/2006
1229,21,09/14/2005
1230,11,08/31/2011
1231,19,01/08/2009
1232,21,06/05/2011
1233,26,03/20/2010
1234,24,01/15/2008
1235,35,08/21/2005
1236,31,07/31/2011
1237,5,06/22/2006
1238,38,11/03/2008
1239,8,10/25/2006
1240,23,01/05/2009
1241,9,01/21/2008
1242,14,06/05/2006
1243,2,10/08/2008
1244,17,09/27/2009
1245,31,04/22/2011
1246,16,11/24/2009
1247,20,11/08/2009
