invoiceID,prodID,amt,qty,discounted,customerID,saleDate
10,33,2779.4,8,1,13,07/29/2011
10,39,1526.5,6,1,13,07/29/2011
11,1,2565.5,18,1,3,05/13/2011
11,9,2770,11,1,3,05/13/2011
11,21,5453.5,12,1,3,05/13/2011
11,22,2873,7,1,3,05/13/2011
11,27,6048.8,20,1,3,05/13/2011
11,39,2544.1,10,1,3,05/13/2011
12,15,2208.5,16,1,22,09/22/2005
12,32,3691.5,9,0,22,09/22/2005
12,34,1702.4,5,0,22,09/22/2005
12,39,4215.1,14,0,22,09/22/2005
12,43,3960,8,0,22,09/22/2005
12,45,990.1,2,0,22,09/22/2005
13,6,694.6,2,0,16,05/16/2006
13,13,3438.3,8,0,16,05/16/2006
13,15,2859.1,18,0,16,05/16/2006
13,20,929,4,0,16,05/16/2006
13,26,3672.6,13,0,16,05/16/2006
13,35,2827.5,5,0,16,05/16/2006
13,36,5997.4,13,0,16,05/16/2006
13,39,1806.5,6,0,16,05/16/2006
13,44,589.7,3,0,16,05/16/2006
14,4,1254.5,5,0,2,10/28/2007
14,8,3506,6,0,2,10/28/2007
14,9,4433.4,15,0,2,10/28/2007
14,21,5659.5,10,0,2,10/28/2007
14,33,5539.8,14,0,2,10/28/2007
14,39,3311.9,11,0,2,10/28/2007
15,17,5191.4,18,0,18,11/05/2010
15,18,2737.4,6,0,18,11/05/2010
15,24,3576,12,0,18,11/05/2010
15,30,3116.5,11,0,18,11/05/2010
15,31,2861.7,7,0,18,11/05/2010
15,39,602.2,2,0,18,11/05/2010
16,22,2443.1,5,0,11,01/06/2006
16,26,3955.1,14,0,11,01/06/2006
16,29,2536.8,5,0,11,01/06/2006
16,34,6128.6,18,0,11,01/06/2006
16,47,424.6,3,0,11,01/06/2006
17,5,4825.1,17,0,2,11/14/2010
17,6,4167.4,12,0,2,11/14/2010
17,20,1161.3,5,0,2,11/14/2010
17,26,5650.2,20,0,2,11/14/2010
17,32,5742.4,14,0,2,11/14/2010
17,40,4014.2,20,0,2,11/14/2010
18,2,9176,18,0,29,01/13/2010
18,11,1062.9,3,0,29,01/13/2010
18,14,1289.8,3,0,29,01/13/2010
18,27,6069.1,18,0,29,01/13/2010
18,31,1635.2,4,0,29,01/13/2010
19,2,6627.1,13,0,27,03/19/2008
19,19,1369.1,11,0,27,03/19/2008
19,28,4377.7,8,0,27,03/19/2008
19,38,2493.9,11,0,27,03/19/2008
20,1,329.9,2,0,2,08/13/2011
20,4,3763.7,15,0,2,08/13/2011
20,16,4148.6,9,0,2,08/13/2011
20,24,4172,14,0,2,08/13/2011
20,32,2871.2,7,0,2,08/13/2011
21,3,4964.2,20,0,5,04/27/2007
21,5,3406,12,0,5,04/27/2007
21,10,10075.3,18,0,5,04/27/2007
21,13,1719.2,4,0,5,04/27/2007
21,30,2266.6,8,0,5,04/27/2007
21,34,5107.2,15,0,5,04/27/2007
21,40,1605.7,8,0,5,04/27/2007
22,2,1019.6,2,0,8,10/25/2008
22,8,9933.6,17,0,8,10/25/2008
22,19,248.9,2,0,8,10/25/2008
22,25,5783.4,20,0,8,10/25/2008
23,11,2125.8,6,0,27,08/28/2009
23,27,4046,12,0,27,08/28/2009
23,45,2970.2,6,0,27,08/28/2009
24,11,7086,20,0,23,05/24/2009
24,39,3311.9,11,0,23,05/24/2009
24,46,6740.4,13,0,23,05/24/2009
25,7,7853.9,18,0,1,08/13/2008
25,17,1730.5,6,0,1,08/13/2008
25,18,3193.7,7,0,1,08/13/2008
25,19,497.8,4,0,1,08/13/2008
25,23,2566.3,11,0,1,08/13/2008
25,32,4511.9,11,0,1,08/13/2008
25,36,5536.1,12,0,1,08/13/2008
25,37,2922.8,5,0,1,08/13/2008
25,45,2475.2,5,0,1,08/13/2008
25,47,424.6,3,0,1,08/13/2008
26,5,4541.3,16,0,26,10/03/2006
26,27,3708.9,11,0,26,10/03/2006
26,30,3399.8,12,0,26,10/03/2006
26,31,3270.5,8,0,26,10/03/2006
27,4,5018.2,20,0,14,04/04/2007
27,14,4729.3,11,0,14,04/04/2007
27,17,3460.9,12,0,14,04/04/2007
27,21,3961.7,7,0,14,04/04/2007
27,28,4924.9,9,0,14,04/04/2007
27,36,2306.7,5,0,14,04/04/2007
27,47,283.1,2,0,14,04/04/2007
28,1,2309.6,14,0,19,02/15/2007
28,15,2223.8,14,0,19,02/15/2007
28,22,2443.1,5,0,19,02/15/2007
28,31,3270.5,8,0,19,02/15/2007
28,39,3010.8,10,0,19,02/15/2007
28,42,5037,9,0,19,02/15/2007
29,3,3723.2,15,0,10,05/08/2008
29,7,4799.6,11,0,10,05/08/2008
29,17,3172.5,11,0,10,05/08/2008
29,35,2827.5,5,0,10,05/08/2008
29,45,5445.4,11,0,10,05/08/2008
30,12,1372,5,0,7,10/16/2008
30,22,7329.1,15,0,7,10/16/2008
30,32,6972.9,17,0,7,10/16/2008
31,4,752.7,3,0,20,07/08/2010
31,28,9302.6,17,0,20,07/08/2010
31,43,8910,18,0,20,07/08/2010
31,44,1572.5,8,0,20,07/08/2010
32,5,567.7,2,0,34,04/15/2010
32,31,4088.1,10,0,34,04/15/2010
32,40,602.1,3,0,34,04/15/2010
32,41,2761,16,0,34,04/15/2010
32,47,849.3,6,0,34,04/15/2010
33,14,4729.3,11,0,29,07/23/2009
33,45,7425.6,15,0,29,07/23/2009
34,7,5236,12,0,20,09/29/2011
34,12,3292.7,12,0,20,09/29/2011
34,14,5159.3,12,0,20,09/29/2011
34,20,3948.4,17,0,20,09/29/2011
34,33,1582.8,4,0,20,09/29/2011
34,48,1406.2,4,0,20,09/29/2011
35,1,824.9,5,0,39,06/27/2006
35,3,992.8,4,0,39,06/27/2006
35,4,752.7,3,0,39,06/27/2006
35,25,3759.2,13,0,39,06/27/2006
35,26,3672.6,13,0,39,06/27/2006
35,31,1226.4,3,0,39,06/27/2006
36,4,1254.5,5,0,6,01/08/2008
36,22,2931.7,6,0,6,01/08/2008
36,28,7660.9,14,0,6,01/08/2008
36,29,5580.9,11,0,6,01/08/2008
36,31,6949.8,17,0,6,01/08/2008
36,40,3010.7,15,0,6,01/08/2008
36,48,2812.3,8,0,6,01/08/2008
37,10,2239,4,0,38,04/30/2011
37,27,4383.2,13,0,38,04/30/2011
37,30,5666.4,20,0,38,04/30/2011
37,38,2267.2,10,0,38,04/30/2011
37,41,345.1,2,0,38,04/30/2011
38,16,2304.8,5,0,8,02/27/2007
38,23,4199.4,18,0,8,02/27/2007
38,34,5447.7,16,0,8,02/27/2007
38,38,2947.4,13,0,8,02/27/2007
39,5,3406,12,0,15,12/21/2010
39,7,2618,6,0,15,12/21/2010
39,12,823.2,3,0,15,12/21/2010
39,25,2891.7,10,0,15,12/21/2010
39,27,5394.7,16,0,15,12/21/2010
39,34,3745.3,11,0,15,12/21/2010
39,45,8910.7,18,0,15,12/21/2010
39,48,1054.6,3,0,15,12/21/2010
40,15,1906.1,12,0,28,03/02/2010
40,20,1161.3,5,0,28,03/02/2010
40,28,10397,19,0,28,03/02/2010
40,31,2452.9,6,0,28,03/02/2010
40,42,8954.7,16,0,28,03/02/2010
41,5,3689.8,13,0,21,06/27/2005
41,6,6251,18,0,21,06/27/2005
41,7,2181.7,5,0,21,06/27/2005
41,26,847.5,3,0,21,06/27/2005
41,34,2383.4,7,0,21,06/27/2005
42,5,2554.5,9,0,17,05/25/2011
42,31,5314.5,13,0,17,05/25/2011
42,33,5539.8,14,0,17,05/25/2011
42,35,3958.5,7,0,17,05/25/2011
43,1,3299.4,20,0,10,02/23/2007
43,12,548.8,2,0,10,02/23/2007
43,27,5057.6,15,0,10,02/23/2007
43,33,4352.7,11,0,10,02/23/2007
44,24,5066,17,0,36,10/06/2008
44,41,690.2,4,0,36,10/06/2008
44,45,6930.6,14,0,36,10/06/2008
44,48,5624.6,16,0,36,10/06/2008
45,6,1736.4,5,0,18,09/16/2010
45,11,2480.1,7,0,18,09/16/2010
45,15,794.2,5,0,18,09/16/2010
45,19,2115.8,17,0,18,09/16/2010
45,23,3032.9,13,0,18,09/16/2010
45,47,1698.6,12,0,18,09/16/2010
46,1,2969.5,18,0,27,09/15/2007
46,6,3820.1,11,0,27,09/15/2007
46,11,3188.7,9,0,27,09/15/2007
46,15,2223.8,14,0,27,09/15/2007
46,31,6132.1,15,0,27,09/15/2007
46,42,6716,12,0,27,09/15/2007
46,44,2948.4,15,0,27,09/15/2007
46,48,3515.4,10,0,27,09/15/2007
47,23,2099.7,9,0,8,10/31/2010
47,46,6740.4,13,0,8,10/31/2010
48,2,4078.2,8,0,20,04/17/2011
48,10,7276.6,13,0,20,04/17/2011
48,13,3438.3,8,0,20,04/17/2011
48,29,5580.9,11,0,20,04/17/2011
48,35,6220.5,11,0,20,04/17/2011
48,41,1725.6,10,0,20,04/17/2011
49,2,4078.2,8,0,16,09/17/2005
49,16,2765.8,6,0,16,09/17/2005
49,21,1131.9,2,0,16,09/17/2005
49,30,5099.8,18,0,16,09/17/2005
50,1,2969.5,18,0,34,06/04/2005
50,14,6879,16,0,34,06/04/2005
50,19,1742.4,14,0,34,06/04/2005
50,30,3683.2,13,0,34,06/04/2005
50,31,4088.1,10,0,34,06/04/2005
50,40,3813.5,19,0,34,06/04/2005
51,25,5205.1,18,0,21,04/01/2005
51,26,4520.2,16,0,21,04/01/2005
51,29,5580.9,11,0,21,04/01/2005
51,36,5074.7,11,0,21,04/01/2005
51,43,7425,15,0,21,04/01/2005
51,44,2751.8,14,0,21,04/01/2005
52,7,6544.9,15,0,21,06/03/2010
52,27,4046,12,0,21,06/03/2010
53,10,6716.9,12,0,3,11/09/2006
53,25,1735,6,0,3,11/09/2006
53,44,2555.3,13,0,3,11/09/2006
53,47,1840.2,13,0,3,11/09/2006
54,5,1419.2,5,0,8,05/26/2011
54,12,823.2,3,0,8,05/26/2011
54,24,894,3,0,8,05/26/2011
54,27,3708.9,11,0,8,05/26/2011
55,25,3180.9,11,0,4,03/13/2010
55,29,6088.2,12,0,4,03/13/2010
55,33,4748.4,12,0,4,03/13/2010
55,39,2107.6,7,0,4,03/13/2010
55,47,1840.2,13,0,4,03/13/2010
55,48,4921.6,14,0,4,03/13/2010
56,9,2364.5,8,0,3,04/22/2010
56,12,823.2,3,0,3,04/22/2010
56,19,373.4,3,0,3,04/22/2010
56,21,10187.1,18,0,3,04/22/2010
56,27,5731.9,17,0,3,04/22/2010
56,29,7102.9,14,0,3,04/22/2010
56,40,3412.1,17,0,3,04/22/2010
57,3,1985.7,8,0,34,06/23/2010
57,25,4915.9,17,0,34,06/23/2010
57,33,2374.2,6,0,34,06/23/2010
58,4,3010.9,12,0,17,03/03/2010
58,24,596,2,0,17,03/03/2010
58,34,2042.9,6,0,17,03/03/2010
59,9,2955.6,10,0,22,12/15/2007
60,25,5205.1,18,0,4,07/17/2009
60,30,4816.4,17,0,4,07/17/2009
60,48,6679.3,19,0,4,07/17/2009
61,6,6251,18,0,24,08/05/2005
62,6,2083.7,6,0,2,08/10/2007
62,9,4137.8,14,0,2,08/10/2007
62,36,6920.1,15,0,2,08/10/2007
63,4,2258.2,9,0,38,09/29/2008
63,14,859.9,2,0,38,09/29/2008
63,30,4816.4,17,0,38,09/29/2008
64,11,3188.7,9,0,14,03/16/2006
64,12,548.8,2,0,14,03/16/2006
64,18,7756.1,17,0,14,03/16/2006
64,19,1493.5,12,0,14,03/16/2006
65,20,1858.1,8,0,22,04/29/2009
65,23,3732.8,16,0,22,04/29/2009
65,28,7660.9,14,0,22,04/29/2009
65,30,4533.1,16,0,22,04/29/2009
66,13,8595.8,20,0,38,10/22/2011
66,34,4426.2,13,0,38,10/22/2011
67,1,824.9,5,0,19,05/11/2009
67,11,2125.8,6,0,19,05/11/2009
67,29,6088.2,12,0,19,05/11/2009
67,34,2042.9,6,0,19,05/11/2009
67,36,5997.4,13,0,19,05/11/2009
67,40,602.1,3,0,19,05/11/2009
68,3,1985.7,8,0,20,10/12/2011
68,35,3958.5,7,0,20,10/12/2011
69,4,2509.1,10,0,6,02/04/2005
69,16,6453.4,14,0,6,02/04/2005
69,21,3395.7,6,0,6,02/04/2005
69,30,4533.1,16,0,6,02/04/2005
69,46,7777.4,15,0,6,02/04/2005
70,1,2309.6,14,0,33,06/17/2005
70,7,872.7,2,0,33,06/17/2005
70,12,3292.7,12,0,33,06/17/2005
70,27,2697.4,8,0,33,06/17/2005
70,34,681,2,0,33,06/17/2005
71,9,4137.8,14,0,8,09/04/2009
71,26,565,2,0,8,09/04/2009
71,47,990.9,7,0,8,09/04/2009
71,48,2460.8,7,0,8,09/04/2009
72,9,2955.6,10,0,26,06/10/2009
72,16,3226.7,7,0,26,06/10/2009
72,29,3044.1,6,0,26,06/10/2009
72,30,1983.2,7,0,26,06/10/2009
72,43,8910,18,0,26,06/10/2009
72,45,4950.4,10,0,26,06/10/2009
72,47,283.1,2,0,26,06/10/2009
73,12,548.8,2,0,11,03/16/2007
73,17,1153.6,4,0,11,03/16/2007
73,22,1954.4,4,0,11,03/16/2007
73,43,5445,11,0,11,03/16/2007
73,47,2689.4,19,0,11,03/16/2007
74,6,2431,7,0,18,07/14/2009
74,21,7923.3,14,0,18,07/14/2009
74,45,9900.8,20,0,18,07/14/2009
75,6,2778.2,8,0,23,10/05/2010
75,9,2955.6,10,0,23,10/05/2010
75,10,5597.4,10,0,23,10/05/2010
75,33,2374.2,6,0,23,10/05/2010
75,37,1753.7,3,0,23,10/05/2010
75,46,3110.9,6,0,23,10/05/2010
75,48,3866.9,11,0,23,10/05/2010
76,14,7738.9,18,0,29,11/01/2008
76,16,2304.8,5,0,29,11/01/2008
76,34,4766.7,14,0,29,11/01/2008
77,7,3490.6,8,0,6,12/25/2005
77,9,4729,16,0,6,12/25/2005
77,11,1771.5,5,0,6,12/25/2005
77,12,1920.7,7,0,6,12/25/2005
77,19,248.9,2,0,6,12/25/2005
77,29,6088.2,12,0,6,12/25/2005
77,35,2827.5,5,0,6,12/25/2005
77,36,7381.4,16,0,6,12/25/2005
78,9,1477.8,5,0,30,11/13/2006
78,11,3188.7,9,0,30,11/13/2006
78,37,1753.7,3,0,30,11/13/2006
78,42,4477.4,8,0,30,11/13/2006
78,47,1698.6,12,0,30,11/13/2006
79,8,9349.3,16,0,9,08/12/2007
79,14,3009.6,7,0,9,08/12/2007
79,29,4058.8,8,0,9,08/12/2007
79,33,5935.5,15,0,9,08/12/2007
80,3,4219.6,17,0,22,11/08/2009
80,9,886.7,3,0,22,11/08/2009
80,24,5960,20,0,22,11/08/2009
80,28,4377.7,8,0,22,11/08/2009
80,36,7381.4,16,0,22,11/08/2009
80,38,2493.9,11,0,22,11/08/2009
80,48,2812.3,8,0,22,11/08/2009
81,11,5314.5,15,0,25,07/30/2010
81,18,5474.9,12,0,25,07/30/2010
81,37,1753.7,3,0,25,07/30/2010
81,42,8954.7,16,0,25,07/30/2010
82,27,1348.7,4,0,30,12/13/2007
82,30,5099.8,18,0,30,12/13/2007
82,41,2070.7,12,0,30,12/13/2007
83,13,2148.9,5,0,3,04/10/2008
83,17,5479.8,19,0,3,04/10/2008
83,23,3499.5,15,0,3,04/10/2008
84,4,3763.7,15,0,27,11/13/2005
84,16,3226.7,7,0,27,11/13/2005
84,17,2307.3,8,0,27,11/13/2005
84,19,2489.2,20,0,27,11/13/2005
85,16,8297.3,18,0,38,03/03/2005
85,21,6791.4,12,0,38,03/03/2005
85,23,1399.8,6,0,38,03/03/2005
85,34,681,2,0,38,03/03/2005
86,27,6406.2,19,0,7,06/02/2010
86,48,7030.8,20,0,7,06/02/2010
87,3,2730.3,11,0,30,02/03/2008
87,6,2083.7,6,0,30,02/03/2008
87,18,4106.2,9,0,30,02/03/2008
87,20,2090.3,9,0,30,02/03/2008
87,37,6430.3,11,0,30,02/03/2008
87,48,6327.7,18,0,30,02/03/2008
88,17,5768.2,20,0,32,11/14/2007
88,28,1094.4,2,0,32,11/14/2007
88,47,1981.7,14,0,32,11/14/2007
89,3,3226.7,13,0,24,10/04/2006
89,5,5392.8,19,0,24,10/04/2006
89,10,1119.5,2,0,24,10/04/2006
89,12,823.2,3,0,24,10/04/2006
89,17,3460.9,12,0,24,10/04/2006
89,21,1697.8,3,0,24,10/04/2006
89,38,4081,18,0,24,10/04/2006
90,17,4037.7,14,0,12,12/03/2005
90,27,3708.9,11,0,12,12/03/2005
90,29,4058.8,8,0,12,12/03/2005
90,42,6156.4,11,0,12,12/03/2005
91,11,708.6,2,0,36,10/26/2005
91,28,6019.3,11,0,36,10/26/2005
91,32,4922,12,0,36,10/26/2005
91,34,4085.8,12,0,36,10/26/2005
91,38,3400.8,15,0,36,10/26/2005
91,40,1003.5,5,0,36,10/26/2005
92,7,2618,6,0,8,07/09/2006
92,16,6453.4,14,0,8,07/09/2006
92,22,8795,18,0,8,07/09/2006
92,32,4511.9,11,0,8,07/09/2006
92,42,4477.4,8,0,8,07/09/2006
93,6,6945.6,20,0,13,07/30/2008
93,23,2333,10,0,13,07/30/2008
93,30,4249.8,15,0,13,07/30/2008
93,35,10744.5,19,0,13,07/30/2008
94,8,7012,12,0,34,01/08/2006
94,22,1465.8,3,0,34,01/08/2006
94,46,4147.9,8,0,34,01/08/2006
94,48,4921.6,14,0,34,01/08/2006
95,10,2239,4,0,21,08/01/2008
95,18,6387.4,14,0,21,08/01/2008
95,24,5662,19,0,21,08/01/2008
95,34,6809.6,20,0,21,08/01/2008
95,44,3931.2,20,0,21,08/01/2008
96,6,2083.7,6,0,34,02/01/2008
96,8,5843.3,10,0,34,02/01/2008
96,13,2578.7,6,0,34,02/01/2008
96,17,1730.5,6,0,34,02/01/2008
96,18,5474.9,12,0,34,02/01/2008
96,34,681,2,0,34,02/01/2008
96,37,7014.8,12,0,34,02/01/2008
97,27,3371.7,10,0,32,03/20/2007
97,31,4088.1,10,0,32,03/20/2007
97,32,2871.2,7,0,32,03/20/2007
98,2,3058.7,6,0,1,06/17/2010
98,30,1699.9,6,0,1,06/17/2010
98,34,6469.1,19,0,1,06/17/2010
98,36,6458.8,14,0,1,06/17/2010
99,27,3034.5,9,0,14,09/05/2008
99,28,8755.4,16,0,14,09/05/2008
100,11,6377.4,18,0,38,04/06/2005
100,22,6351.9,13,0,38,04/06/2005
100,25,1735,6,0,38,04/06/2005
100,27,6743.4,20,0,38,04/06/2005
100,33,1978.5,5,0,38,04/06/2005
100,42,8395,15,0,38,04/06/2005
101,7,6981.3,16,0,34,03/27/2009
101,16,6453.4,14,0,34,03/27/2009
101,28,2736.1,5,0,34,03/27/2009
101,34,5447.7,16,0,34,03/27/2009
101,39,2709.7,9,0,34,03/27/2009
102,7,4363.3,10,0,22,12/11/2006
103,17,1730.5,6,0,24,10/29/2011
103,25,578.3,2,0,24,10/29/2011
103,28,6566.5,12,0,24,10/29/2011
103,40,1605.7,8,0,24,10/29/2011
103,41,1380.5,8,0,24,10/29/2011
103,43,8415,17,0,24,10/29/2011
104,3,4219.6,17,0,6,12/10/2010
104,18,2281.2,5,0,6,12/10/2010
104,20,2090.3,9,0,6,12/10/2010
104,44,1572.5,8,0,6,12/10/2010
105,28,8208.1,15,0,1,01/07/2005
105,47,707.8,5,0,1,01/07/2005
105,48,5273.1,15,0,1,01/07/2005
106,1,1154.8,7,0,8,05/15/2010
106,25,2891.7,10,0,8,05/15/2010
106,26,4802.7,17,0,8,05/15/2010
106,28,1094.4,2,0,8,05/15/2010
106,41,2415.8,14,0,8,05/15/2010
106,48,7030.8,20,0,8,05/15/2010
107,7,872.7,2,0,34,03/26/2007
107,13,3008.5,7,0,34,03/26/2007
107,16,4148.6,9,0,34,03/26/2007
107,37,8768.5,15,0,34,03/26/2007
107,39,4215.1,14,0,34,03/26/2007
108,7,6544.9,15,0,7,02/04/2009
109,15,635.4,4,0,38,09/20/2010
109,16,1382.9,3,0,38,09/20/2010
109,22,6351.9,13,0,38,09/20/2010
110,1,2969.5,20,0,4,06/12/2008
110,25,4337.6,15,0,4,06/12/2008
111,3,3226.7,13,0,28,04/06/2006
111,7,7417.6,17,0,28,04/06/2006
111,23,1633.1,7,0,28,04/06/2006
111,45,990.1,2,0,28,04/06/2006
111,48,1757.7,5,0,28,04/06/2006
112,10,1119.5,2,0,23,05/30/2005
112,21,5093.6,9,0,23,05/30/2005
112,30,1133.3,4,0,23,05/30/2005
112,42,1679,3,0,23,05/30/2005
112,47,2123.2,15,0,23,05/30/2005
113,1,2144.6,13,0,34,07/08/2007
113,7,8290.3,19,0,34,07/08/2007
113,14,5159.3,12,0,34,07/08/2007
113,43,3465,7,0,34,07/08/2007
113,45,4455.4,9,0,34,07/08/2007
114,9,591.1,2,0,31,02/24/2005
114,15,2223.8,14,0,31,02/24/2005
114,19,373.4,3,0,31,02/24/2005
114,22,4397.5,9,0,31,02/24/2005
115,1,3134.4,19,0,11,10/14/2010
115,11,6023.1,17,0,11,10/14/2010
115,16,5531.5,12,0,11,10/14/2010
115,17,2307.3,8,0,11,10/14/2010
115,23,3032.9,13,0,11,10/14/2010
115,35,4524,8,0,11,10/14/2010
116,7,3927,9,0,32,11/22/2008
116,12,1920.7,7,0,32,11/22/2008
116,22,4397.5,9,0,32,11/22/2008
116,30,1416.6,5,0,32,11/22/2008
116,42,5037,9,0,32,11/22/2008
116,43,8415,17,0,32,11/22/2008
116,45,6435.5,13,0,32,11/22/2008
117,13,7306.4,17,0,37,03/19/2010
117,19,995.7,8,0,37,03/19/2010
117,43,6930,14,0,37,03/19/2010
118,3,2482.1,10,0,1,02/13/2008
118,4,4014.6,16,0,1,02/13/2008
118,8,1753,3,0,1,02/13/2008
118,12,2469.5,9,0,1,02/13/2008
118,18,5931.1,13,0,1,02/13/2008
118,30,1983.2,7,0,1,02/13/2008
118,34,2723.8,8,0,1,02/13/2008
118,42,10633.7,19,0,1,02/13/2008
119,15,953,6,0,25,04/10/2007
119,23,699.9,3,0,25,04/10/2007
119,24,5364,18,0,25,04/10/2007
119,33,2769.9,7,0,25,04/10/2007
119,36,922.7,2,0,25,04/10/2007
119,38,680.2,3,0,25,04/10/2007
119,42,3917.7,7,0,25,04/10/2007
120,2,1019.6,2,0,21,07/11/2008
120,9,886.7,3,0,21,07/11/2008
120,10,10075.3,18,0,21,07/11/2008
120,16,7375.4,16,0,21,07/11/2008
120,21,8489.2,15,0,21,07/11/2008
120,32,4511.9,11,0,21,07/11/2008
120,33,7122.6,18,0,21,07/11/2008
120,34,681,2,0,21,07/11/2008
120,38,2720.6,12,0,21,07/11/2008
120,45,2970.2,6,0,21,07/11/2008
121,14,859.9,2,0,13,11/06/2006
121,19,1742.4,14,0,13,11/06/2006
121,27,6743.4,20,0,13,11/06/2006
121,37,5261.1,9,0,13,11/06/2006
121,40,4014.2,20,0,13,11/06/2006
122,29,2029.4,4,0,21,09/17/2010
122,30,1699.9,6,0,21,09/17/2010
122,32,1640.7,4,0,21,09/17/2010
123,9,4729,16,0,29,10/18/2007
123,14,3439.5,8,0,29,10/18/2007
123,15,3176.8,20,0,29,10/18/2007
123,41,2415.8,14,0,29,10/18/2007
124,10,10635.1,19,0,25,10/14/2011
124,12,3567.1,13,0,25,10/14/2011
124,20,1858.1,8,0,25,10/14/2011
124,34,2723.8,8,0,25,10/14/2011
124,35,10179,18,0,25,10/14/2011
124,38,4534.4,20,0,25,10/14/2011
124,47,2123.2,15,0,25,10/14/2011
125,18,5931.1,13,0,15,02/27/2009
125,27,2023,6,0,15,02/27/2009
125,34,1021.4,3,0,15,02/27/2009
126,15,635.4,4,0,10,02/03/2010
126,18,5931.1,13,0,10,02/03/2010
126,28,1641.6,3,0,10,02/03/2010
126,32,2871.2,7,0,10,02/03/2010
126,39,5419.4,18,0,10,02/03/2010
126,40,2207.8,11,0,10,02/03/2010
126,42,6716,12,0,10,02/03/2010
127,2,6117.4,12,0,20,09/18/2006
127,37,11691.4,20,0,20,09/18/2006
127,38,906.9,4,0,20,09/18/2006
127,40,2207.8,11,0,20,09/18/2006
127,43,9900,20,0,20,09/18/2006
127,45,7920.6,16,0,20,09/18/2006
128,19,248.9,2,0,8,05/01/2006
128,21,3961.7,7,0,8,05/01/2006
128,22,1954.4,4,0,8,05/01/2006
128,23,2566.3,11,0,8,05/01/2006
128,36,8765.5,19,0,8,05/01/2006
128,45,1980.2,4,0,8,05/01/2006
128,48,2109.2,6,0,8,05/01/2006
129,2,2039.1,4,0,11,06/21/2007
129,12,2743.9,10,0,11,06/21/2007
129,14,3869.5,9,0,11,06/21/2007
129,25,2891.7,10,0,11,06/21/2007
129,38,906.9,4,0,11,06/21/2007
129,40,1204.3,6,0,11,06/21/2007
130,24,3874,13,0,34,12/10/2009
130,28,3830.5,7,0,34,12/10/2009
130,32,7793.2,19,0,34,12/10/2009
130,47,849.3,6,0,34,12/10/2009
131,1,1319.8,8,0,6,06/07/2007
131,16,6453.4,14,0,6,06/07/2007
131,35,6786,12,0,6,06/07/2007
131,38,453.4,2,0,6,06/07/2007
131,40,3211.4,16,0,6,06/07/2007
132,11,4960.2,14,0,5,12/14/2007
132,33,5144.1,13,0,5,12/14/2007
132,35,5089.5,9,0,5,12/14/2007
132,46,6221.9,12,0,5,12/14/2007
132,47,849.3,6,0,5,12/14/2007
133,28,7660.9,14,0,17,06/17/2007
133,30,1416.6,5,0,17,06/17/2007
133,37,2338.3,4,0,17,06/17/2007
133,38,1587,7,0,17,06/17/2007
133,47,283.1,2,0,17,06/17/2007
134,1,1154.8,7,0,30,02/09/2005
134,6,5209.2,15,0,30,02/09/2005
134,12,823.2,3,0,30,02/09/2005
134,16,921.9,2,0,30,02/09/2005
134,33,2769.9,7,0,30,02/09/2005
134,38,1587,7,0,30,02/09/2005
